topicName,subtopic,sub-subgroup,tweet,hashtags,emojis,Date
Art and Entertainment,Social Media,,RT @SoDamnTrue: Kylie Jenner spent $1185.38 on a quick store run to Sephora... if that ain't me in a couple years..ive failed myself https://t.co/5lx0fSVlzg,,,4-Dec-14
Sports,Auto Racing,,RT @FIA_WTCC: .@pechito37 is really pushing... desperate not to settle for p3... @Tiagosworld18 and @yvanmuller will be aware of his chomping just behind,,,3-May-13
Sports,Surfing and Bodyboarding,,"RT @MissVogueUK: .@Dior, @stance, @PUMA, @riverisland - Miss Vogue takes a look at @rihanna's fashion CV: https://t.co/D9ZiFDIWRJ https://t.co/g21qm0SNhI",,,23-Nov-13
Sports,Soccer,,RT @UEFAEURO: 11 - CLOSE! Pogba's curling shot slips through the fingertips of Sommer and hits the crossbar. #EURO2016 #SUIFRA,"EURO2016,SUIFRA",,30-Aug-15
Art and Entertainment,Shows and Events,,RT @jorisvoorn: Last but not least @kolschofficial killing it at @awakenings!!!! https://t.co/xkoFiqXdRU,,,24-Jun-16
Art and Entertainment,Music,,"@CaseyMoreta I'm sorry, I forgot you don't have water in California 😉",,wink,10-May-14
Sports,Soccer,,"RT @GaryLineker: Au revoir, Iceland. You've been great and given this tournament so much. Well played.",,,21-Mar-16
Art and Entertainment,Social Media,YouTube,@AlexLeeWorld you hot God damn,,,20-Jun-13
Art and Entertainment,Social Media,,"RT @MAGCONTOUR: Good morning, #MagconBaltimore! Are you ready for round two?! 🎉",MagconBaltimore,tada,19-Apr-15
Art and Entertainment,Comedy,,RT @IISuperwomanII: Thank you so much @Interscope @selenagomez for the dope @RevivalTour jacket 🙏🏽❤️ I am LIVING my best life right now https://t.co/Ctgv3ARYwB,,"pray,heart",4-May-15
Sports,Basketball,,"RT @GMA: With @NFL legend @JimBrownNFL32 on stage, @KingJames and the @cavs celebrate their @NBA title. #cavsparade https://t.co/ky2967JWl0",cavsparade,,29-May-12
Art and Entertainment,Entertainment News,,"RT @WORLDSTAR: Battle of the point guards!
RT for Irving
Fav for Curry https://t.co/59q7gfOxbC",,,23-Jul-15
Art and Entertainment,Social Media,,"RT @MAGCONTOUR: Get ready #MagconMelbourne, we're taking over the city for TWO days! July 9th &amp; 10th...see you there! https://t.co/SvuLrNC30i",MagconMelbourne,,22-Apr-13
Art and Entertainment,Music,,RT @iamdanielskye: all my girls do yoga hey,,,5-Mar-15
Sports,Soccer,,RT @ManUtd: Here's today's #OTplaylist... https://t.co/f18p1OkdL8,OTplaylist,,14-Aug-12
Art and Entertainment,Music News,,"RT @OneDrecti0nFans: They had the wrong picture. Here are the right ones. 
#NoControlDay https://t.co/we2a5TzA3j",NoControlDay,,22-Feb-12
Sports,Basketball,,RAPTORS WIN!! @NBA @Raptors @DeMar_DeRozan @Klow7 @JValanciunas,,,4-Jan-12
Sports,Sports News,,RT @Buster_ESPN: Sources: CLE in talks for MIL's Jonathan Lucroy. Perhaps Brantley's situation has pushed them to add a hitter &amp; consider upgrade at catcher.,,,28-Apr-14
Art and Entertainment,Music,,🍋gotta use this before its trademarked by @Beyonce !,,lemon,24-Nov-14
Sports,Soccer,,@MxttPxrtxr @GaryLineker saved from what exactly?,,,18-Jun-16
Sports,Wrestling,,RT @Natalie71660258: @TalkIsJericho was hilarious with #CanadianRockShow! Loved all of the crazy fan boy stories! Lol. @IAmJericho Another success! 👍 😂😂,CanadianRockShow,"+1,joy,joy",20-May-14
Sports,Golf,,"RT @GolfChannel: The wind was angry today, my friends! Highlights from the Rd. 1 of the @AAMScottishOpen: https://t.co/zaMhZYvIOu https://t.co/vj3ASTyMBw",,,14-Dec-14
Sports,Bodybuilding,,RT @DanaBrookeWWE: Ummmm @RealJackSwagger ?? We are slacking on flavors!? better stock up 4 these airplane rides ✈️✈️ https://t.co/hiFCsXadmN,,"airplane,airplane",24-Apr-15
Sports,Sports News,,RT @guardian_sport: Full-time: Crystal Palace 1-2 Manchester United https://t.co/26KVA6alyi (Photo: Getty) https://t.co/wz76YQmiKM,,,1-Apr-13
Art and Entertainment,Music,,"RT @Philymack: When @ddlovato + @bradpaisley decided to come together &amp; make some magic happen. Then, #WithoutAFight was created. https://t.co/1pV43exYe1",WithoutAFight,,24-Jan-15
Sports,Soccer,,RT @ChampionsLeague: A proud European history above the #UCLfinal trophy... https://t.co/90CYcJCn1y,UCLfinal,,7-Aug-15
Art and Entertainment,Books and Literature,Fiction,"@jk_rowling I Love The Harry Potter books, but do not like movies!!!",,,10-Jul-15
Art and Entertainment,Music,,RT @Louis_Tomlinson: @tweetFCL @nbcagt ****tomorrow . You're welcome 😎,,sunglasses,9-Apr-12
Sports,Baseball,,RT @Yankees: Who's ready? #PlayBall https://t.co/QxVr9CILPM,PlayBall,,11-Mar-14
Art and Entertainment,Music,,RT @CHVRCHES: #BuryIt feat @yelyahwilliams was #TrackOfTheDay today on @BBCR1. Stream: https://t.co/av9aOurL8g | Download: https://t.co/MsAeErJPea,"BuryIt,TrackOfTheDay",,10-Mar-14
Sports,Gymnastics,,"RT @LittleMix: Salute is featured in the @NBCOlympics #RoadToRio ad! Soooo excited about this!! the girls xx
https://t.co/Bnsf0HSA4X",RoadToRio,,10-Mar-16
Art and Entertainment,Comedy,,RT @TheEllenShow: There’s no one better to help me host the best of @ellentube than my friend @TylerOakley.  https://t.co/72De23Hq4u https://t.co/g5csKvg9Ge,,,23-Mar-14
Art and Entertainment,Music,,RT @BBMAs: SO. MUCH. PASSION. #RihannaOnBBMAs @rihanna 🙌 https://t.co/82XZACg1tM,RihannaOnBBMAs,raised_hands,16-Oct-12
Sports,Soccer,,RT @ManUtd: .@BryanRobson marked his final #mufc appearance in style 22 years ago today by lifting the @PremierLeague trophy. https://t.co/2rUrLD3xVD,mufc,,25-Nov-15
Sports,Formula 1,,"RT @ymcofficial: Didn't make it to the #BritishGP? Don't fret, follow our Snapchat antics @ymcofficial, courtesy of #AbuDhabiGP https://t.co/EQCObBNHPI","BritishGP,AbuDhabiGP",,20-May-12
Sports,Soccer,,RT @RealFootballHub: OFFICIAL: England join Messi in retiring from International Football.,,,23-Aug-14
Art and Entertainment,Movies and TV,TV,RT @arden_cho: Never go wrong with black. https://t.co/we99tkfGDV,,,12-Apr-14
Sports,Soccer,,RT @theawayfans: When we reach 163k followers we are giving away these brand new Adidas Gazelle OG's. Simply RT &amp; follow to enter. https://t.co/HSNUOcWJTq,,,30-Aug-15
Sports,Cricket,,RT @ImRaina: Want to see you win @boxervijender #ReturnOfTheSingh. All the best! @IOSboxing,ReturnOfTheSingh,,22-Jan-16
Sports,Sports News,,@ColinMurray @KeithGillespie7 When's the big day?,,,15-Aug-13
Sports,Sports News,,RT @SportsCenter: Soon....#UFC200 https://t.co/RRAjVSSF8l,UFC200,,3-Jan-13
Art and Entertainment,Music,,"RT @JonasAUS: So, here's my video!! Thank you guys for everything. (Wodonga, Australia) @nickjonas @philymack #NJambassador https://t.co/HQIqLy4Kx4",NJambassador,,15-Mar-16
Art and Entertainment,Music,,RT @dinahjane97: . @zaralarsson you killin it babe !!!! Sooooo happy for you ! You deserve all the love and more 😘,,kissing_heart,17-Jan-14
Sports,Soccer,,RT @ManUtd: .@MarcusRashford made history against Wales as England's youngest-ever player to feature in a European Championship. https://t.co/Z5chHD0yLp,,,28-Nov-12
Art and Entertainment,Social Media,YouTube,RT @danisnotonfire: @anthonypadilla i am the rock,,,3-Aug-13
Sports,Soccer,,"RT @ChampionsLeague: 🎉 🏆CHAMPIONS OF EUROPE! 🏆 🎉
Congratulations @realmadrid!
#UCLfinal https://t.co/XkjKSjpPer",UCLfinal,"tada,trophy,trophy,tada",11-Feb-16
Art and Entertainment,Music,,"@camilacabello97 there's a 00.1% chance of you seeing this but I just want you to know I love you to moon and back, pls follow me❤",,,2-Jul-16
Art and Entertainment,Music,,RT @msleamichele: Who's ready to scream?!? We're back September 20th!😘🔪 @ScreamQueens @FoxTV #ScreamQueens https://t.co/cqrgXXZBwQ,ScreamQueens,"kissing_heart,hocho",30-Sep-15
Sports,Skateboarding,,RT @Logic301: Bout to give an award away live at the @XGames tune in now!,,,4-Jan-12
Sports,Soccer,,RT @UEFAEURO: Bale hit a top speed of 29km/h in that first 45... #RUSWAL https://t.co/RfurkyfvmV,RUSWAL,,6-Sep-12
Sports,Basketball,,RT @NBA: When you meet the @usabasketball #USABMNT! #ThisIsWhyWePlay #Unite https://t.co/Ee32vavoht,"USABMNT,ThisIsWhyWePlay,Unite",,13-Mar-16
Art and Entertainment,Music,,RT @beamiller: nathan takes really cool photos sometimes. thank you dc i loved your love ✨ https://t.co/K1di2sCQ98,,sparkles,20-Jun-13
Art and Entertainment,Music,,"RT @TypicalWeirdox: I need an explanation, what is this?!😂😂 @JackJ @jackgilinsky https://t.co/IIwrNnxJyW",,"joy,joy",4-Mar-13
Art and Entertainment,Music,,"RT @Luke5SOS: Thanks Manchester, see you tomorrow x https://t.co/djDfTcyEFZ",,,10-Jun-13
Art and Entertainment,Music,,RT @EW: We're chatting live with the emerging pop musician @TheOfficialDaya at our offices! Tune in: https://t.co/M6GWiautLd https://t.co/sL0xFX7fZ1,,,23-Feb-15
Sports,Soccer,,RT @Dele_Alli: @ericdier @SpursOfficial in the bin,,,29-Jun-15
Art and Entertainment,Social Media,YouTube,RT @IISuperwomanII: Woke up to so many messages from my creator friends saying 'I love you.' This is such a scary and confusing time. 😕 lets make today count!,,confused,1-Mar-16
Art and Entertainment,Music,,"RT @Michael5SOS: ""if you press this one you can get a dog face!"" 📸:@hoeg https://t.co/d2y0U4y6qB",,,20-Feb-13
Art and Entertainment,Music,,RT @jackgilinsky: love is all we need.,,,13-Jun-15
Art and Entertainment,Music,,"RT @onedirection: Thanks to @Billboard for the Top Duo/Group award, and a HUGE thanks to all of you for your support!! https://t.co/JywF6GuRL8",,,19-Jun-12
Art and Entertainment,Music,,RT @ArianaGrande: rehearsal @BBMAs #IntoYou ♡ ♡ ♡,IntoYou,,10-Dec-15
Sports,Mixed Martial Arts,,"RT @UFCONFOX: Josh Emmett showing zero nerves in his UFC debut thus far
#UFCRotterdam",UFCRotterdam,,16-Feb-13
Art and Entertainment,Comedy,,RT @McInTweet: Catch up on @BBCiPlayer - Michael's Big Show with @yearsandyears @Cirque du Soleil @robbeckettcomic &amp; @BrunoTonioli https://t.co/l3EVE5vOLC,,,27-Aug-13
Art and Entertainment,Music,,RT @LaurenJauregui: @lucyvives DEAL!!😍🐶,,"heart_eyes,dog",20-Feb-15
Sports,Football,,RT @BretBielema: #WoooPig great effort by all. https://t.co/Eu8YTf4Fv2,WoooPig,,10-Oct-15
Art and Entertainment,Music,,"RT @FifthHarmony: In case you missed it, watch all the @iHeartRadio @HondaStage fun now • https://t.co/UD2UtpGb1B #iHeart5H https://t.co/1mFrsVr79g",iHeart5H,,21-Nov-12
Sports,Soccer,,RT @NiallOfficial: If you guys don't have tickets. Get down to the Old Trafford box office early and get one. Sunny day in Manchester ☀️ @socceraid @UNICEF,,sunny,19-Jan-15
Art and Entertainment,Music,,June @residentadvisor chart w/ @midlandsound @JuanCorbi @JustinHarrisMFF @medlar_ @HarryWolfman @LozGoddard + more: https://t.co/GSaWJKSx2v,,,17-Mar-16
Art and Entertainment,Social Media,YouTube,@jacobsartorius that's me af,,,24-Feb-15
Sports,Soccer,,RT @GaryLineker: Come On England!,,,27-Jan-12
Sports,Tennis,,"RT @BBCSport: So @andy_murray &amp; @rogerfederer have got #wimbleskills. Have you?

Watch this &amp; get involved https://t.co/GWIai3ZWJ6 https://t.co/t7RgaU1XIO",wimbleskills,,17-Feb-12
Art and Entertainment,Music,,RT @ddlovato: Hey @TidalHifi thanks for being the first to give my fans #BodySay in ATL https://t.co/dMPeppeX3i,BodySay,,8-Jul-15
Sports,Soccer,,RT @UEFAEURO: INCREDIBLE! What a header from Vokes. Gunter sends in a cross and the striker outjumps Alderweireld at the near post. #WALBEL #EURO2016,"WALBEL,EURO2016",,7-Dec-12
Sports,Football,,"RT @NFL: When Eddie Lacy is movin', it's best to just get out of the way. #HBDLacy https://t.co/wmbZwQVEvg",HBDLacy,,13-Nov-15
Sports,Cricket,,RT @kabirkhankk: #Sultan delivers a solid punch... A strong Emotional core that really moves you... @BeingSalmanKhan is at his best @AnushkaSharma is super,Sultan,,18-Apr-16
Sports,Soccer,,RT @MBGKA: What a guy ❤️ #hero  https://t.co/MFTdHekm3Z,hero,heart,9-Apr-12
Sports,Soccer,,RT @c_richardsoni: Yogi loved Owls in the park!! @swfc #wawaw @hallamfm #sheffieldissuper https://t.co/PeJt1diofB,"wawaw,sheffieldissuper",,29-Mar-15
Art and Entertainment,Comedy,,"RT @sebingwed: 🍒GO WATCH @BartBaker🍒
 📹NEW PARODY VIDEO
👉 https://t.co/tdFXp8YZCc 
🍓 #BartBakersWorkFromHomeParody 🍓",BartBakersWorkFromHomeParody,"cherries,cherries,video_camera,point_right,strawberry,strawberry",26-Jan-14
Art and Entertainment,Music,,RT @ShawnMendes: Finally getting to share the first single with u is something I've been waiting for for so long now it's here tonight ! #BetterAtMidnight,BetterAtMidnight,,23-Oct-14
Art and Entertainment,Movies and TV,TV,RT @TeenChoiceFOX: RT this tweet to vote for @dpanabaker as your #ChoiceSciFiTVActress! #TeenChoice https://t.co/4ld3kzxUcG,"ChoiceSciFiTVActress,TeenChoice",,18-Mar-13
Art and Entertainment,Music,,RT @TheRealGrimmie: ORLANDO!! Come out to the show tonight at the Plaza Live! Starts at 7:30!😎 https://t.co/0D4mNupCTi,,sunglasses,9-Sep-14
Art and Entertainment,Music,,RT @Calum5SOS: @CaseyMoreta greatest tweet ever.. You should be proud,,,20-Jan-12
Sports,Soccer,,"RT @premierleague: Happy birthday, @juanmata8! 🎂
https://t.co/0ELDRJUXDY",,birthday,11-Jan-14
Sports,Soccer,,@LaticsOfficial @NPowell25 delighted to see Nick back where he belongs at a loving club that'll push for promotion and trophies,,,15-Nov-14
Sports,Basketball,,RT @KiSS925: .@Raptors take on the Miami Heat in a HUGE Game 7 at the ACC! #WeTheNorth #NBAPlayoffs (via @Sportsnet ) - @Shem https://t.co/M13heEnsvY,"WeTheNorth,NBAPlayoffs",,25-Feb-15
Sports,Soccer,,RT @whufc_official: 118: Great hit by @HendrieStephen! He stings the keeper's palms and West Ham have a corner! [1-0 (1-1)] #COYI,COYI,,20-Jun-14
Art and Entertainment,Entertainment News,,"RT @SeriesUpdatesFR: blake lively // august 25, 1987 https://t.co/gcJcH7D7zL",,,16-Aug-16
Art and Entertainment,,,RT @camerondallas: YOU MAKE ME HAPPY 😊,,blush,12-Apr-16
Sports,Basketball,,"RT @NBA: Goran Dragic scores 30 to lead @MiamiHEAT &amp; force a #RAPTORSvHEAT Game 7!
https://t.co/O9HPkPciFN",RAPTORSvHEAT,,27-Sep-13
Sports,Boxing,,"RT @ClonesCyclone: So @SpecialKBrook is pulling a @amirkingkhan and jumping two divisions to face @GGGBoxing Got to hand it to you Kell, showing real bottle.",,,5-Jun-13
Art and Entertainment,Music,,"@JackJ @jackgilinsky OMG, how cool would it have been if you could call it 'You Don't Know Jack Shit' ❤️❤️ Can't wait to get the book!!",,"heart,heart",23-Mar-16
Sports,Cricket,,RT @Picswithastory: A dog doesn't care if you are rich or poor. All he knows is that he loves you very much. https://t.co/gVkCYbfLXw,,,16-Nov-15
Sports,Sports News,,"RT @theScore: Pete Rose is still looking to be cleared by MLB.

'Just tell me what you want me to do.' https://t.co/vFXMsnsXJj https://t.co/yIWkqZsNuA",,,28-Mar-12
Sports,Collegiate Sports,,RT @UWBadgers: The world lost a legend today - proud to say he fought in the UW Fieldhouse as an amateur in 1959. #RIPAli https://t.co/r0jKXGFZls,RIPAli,,2-Nov-12
Sports,Wrestling,,"RT @WWERomanReigns: I'd take a bullet for @WWEUsos any day.  I told you, don't mess with The Family! #TableBomb #Raw","TableBomb,Raw",,19-Apr-13
Sports,Cricket,,"RT @kingfisherworld: Who's going to 🆙 their game tonight! ♥ for @DelhiDaredevils, RT for @SunRisers! #UnitedByGoodTimes https://t.co/8BDro7vRir",UnitedByGoodTimes,up,24-Feb-16
Sports,Sports News,,RT @ESPNStatsInfo: Patrik Laine joins Aleksander Barkov and Kari Lehtonen as the only Finnish-born players selected in the top two of the NHL Draft.,,,29-Jan-14
Sports,Wrestling,,RT @Hedgemond: Finally time to start @DDPYoga. Hoping to both lose weight and dive off the cage like @IAmJericho https://t.co/2mUMCPil47,,,5-Jun-13
Sports,Sports News,,"RT @SkySportsNewsHQ: BREAKING: Roy Hodgson to delay announcement of England squad for Euro 2016 until Monday.

#SSNHQ",SSNHQ,,12-Oct-12
Sports,Motorcycling,,@marcmarquez93 vamos MARC!!!u are the best,,,29-Dec-12
Sports,Wrestling,,"RT @WWE: WWE Superstar @iLikeSamiZayn has a special message for the Muslim members of the @WWEUniverse! #RamadanKareem
https://t.co/AvEuvFIoKF",RamadanKareem,,10-Feb-15
Art and Entertainment,Music,,RT @JacobWhitesides: GOOOOOdmorning!,,,2-Feb-14
Art and Entertainment,Music,,"RT @XXL: .@chancetherapper - ""No Problem"" (Feat. @LilTunechi &amp; @2chainz) [Prod. by @brass_tracks]

Who had the best verse? https://t.co/aQDxeJqLcC",,,2-Nov-12
Art and Entertainment,Music,,RT @Monstercat: 🎉 @marshmellomusic helps us celebrate our Anniversary with the new music video for “Alone”! https://t.co/LABPx6sj3v https://t.co/szvLEzTDtV,,tada,10-Sep-12
Sports,Soccer,,"RT @ChampionsLeague: How many #UCLfinal wins do you have now, @Cristiano? https://t.co/D9Je13noYI",UCLfinal,,4-Oct-13
Sports,Gymnastics,,RT @bethtweddlenews: Congratulations @NileMW EUROPEAN HIGH BAR CHAMPION,,,20-Mar-12
Art and Entertainment,Music,,RT @Louis_Tomlinson: @sandybeales @NiallOfficial @socceraid well you boys better get to know! Get my eye on you Nialler,,,20-Sep-13
Sports,Auto Racing,,RT @PatrickDempsey: It is thought and feeling which guides the universe not deeds !Edgar cayce,,,21-Sep-15
Sports,Soccer,,"RT @NiallOfficial: @chris_kammy ""I don't know Jeff "" https://t.co/NPPXRxK30a",,,24-May-15
Sports,Soccer,,RT @JanVertonghen: Welcome to Tottenham @VictorWanyama #COYS 👍 https://t.co/0bmJDSfjUw,COYS,1,19-May-15
Art and Entertainment,Comics and Animation,,RT @SuicideSquadWB: She’ll put a spell on you. #Enchantress #SuicideSquad  @Caradelevingne https://t.co/PDwPAAEI4X,"Enchantress,SuicideSquad",,13-Apr-12
Art and Entertainment,Music,,RT @kenners413: Me when @NiaLovelis and @MirandaMiller said the NIRANDA ship will sail https://t.co/BrpA0NTyN7,,,15-Nov-12
Sports,Sports News,,RT @Deadspin: Report: Chris Berman will retire from ESPN at the end of the NFL season https://t.co/pMkU9nw3R2 https://t.co/OUrEwE7SsA,,,17-Nov-12
Sports,Sports News,,RT @br_uk: Luis Suarez joined Barcelona two years ago today. Since... ⚽🏆 https://t.co/p9BrkWm6iU,,"soccer,trophy",7-Oct-14
Art and Entertainment,Music,,RT @LaurenJauregui: My friend @zoeysagee also just launched a website for her clothing line that she's been working really hard on! Check it out☺️,,relaxed,7-Jul-14
Art and Entertainment,Music,,"RT @LaurenJauregui: I am grateful for...
beautiful views in beautiful places, with beautiful people https://t.co/TACxU5OFiX",,,25-Jan-14
Sports,Soccer,,@Louis_Tomlinson @sandybeales @NiallOfficial @socceraid everybody are very talkative today 😂😂😂,,"joy,joy,joy",22-Jul-13
Sports,Basketball,,"RT @StephenCurry30: Congrats to the newest member of #DubNation @KDTrey5…new journey, same goal! #JustUS","DubNation,JustUS",,12-Feb-13
Art and Entertainment,Radio,,"RT @PorAiAntenada: Hi @BBCR1 I would love hear WMYB by One Direction. Thank you!

WATCH 1D IN WMYB",,,13-Nov-14
Art and Entertainment,Music,,"RT @TheSource: Viola Davis, Taraji P. Henson, Idris Elba highlight 2016 Emmy nominations: https://t.co/E3MpGZ28KX https://t.co/NPLMjctxT5",,,12-Apr-12
Art and Entertainment,Music,,@always_niall @NiallOfficial @Real_Liam_Payne @Louis_Tomlinson @Harry_Styles what about zayn bc he was also part of 1D,,,15-Jul-16
Sports,Wrestling,,"RT @WWE: Meet ALL of the competitors in the @WWE #CruiserweightClassic premiering Wednesday, July 13 on @WWENetwork! https://t.co/n0na1zjqYm @WWE_CWC",CruiserweightClassic,,16-Jul-13
Sports,Soccer,,RT @DarmianOfficial: All mine today!! #OldTrafford #newshirt @ManUtd https://t.co/sWIHzzMrAi,"OldTrafford,newshirt",,12-Sep-13
Art and Entertainment,Shows and Events,,My nominee for #ChoiceFandom is the @MAGCONTOUR fam😘😘❤❤❤,ChoiceFandom,"kissing_heart,kissing_heart",29-Dec-14
Sports,Soccer,,RT @FCBarcelona: [INJURY NEWS] Bravo to have tests on Sunday on calf injury picked up against Betis https://t.co/cQgJHxlGIr https://t.co/RVkk9tZtpt,,,18-May-13
Sports,Wrestling,,RT @WWE: How did @AJStylesOrg make sure to officially welcome @JohnCena back on #RAW and into the #NewEra of @WWE? https://t.co/NAoNACrj1e,"RAW,NewEra",,9-Nov-15
Art and Entertainment,Social Media,Vine,RT @jakepaul: MY SQUAD IS ON POINT,,,8-Jul-13
Sports,Soccer,,"@stephbreakfast @mrdanwalker They were invented by a Frenchman you know?
Philippe Pherlopp I think his name was 😄😉😆",,"smile,wink,laughing",16-Jun-16
Sports,Sports News,,"RT @BBCSporf: #ThatMomentWhen You wake up and realise #Euro2016 begins tonight.
https://t.co/s8wIriLWkB","ThatMomentWhen,Euro2016",,27-Oct-13
Art and Entertainment,Social Media,YouTube,RT @gracehelbig: And that man behind you looks skeptical of your skepticism. So many layers!  https://t.co/LdvCXFMqrj,,,11-Jul-12
Art and Entertainment,Social Media,YouTube,RT @EthanDolan: I like not having too many friends,,,31-Jan-12
Sports,Cricket,,RT @CricketAus: Maxi is back! A blistering 46* from 26 balls helps send the Aussies through to the #TriNations final! #WIvAUS https://t.co/2cj8sWGK5G,"TriNations,WIvAUS",,20-Apr-12
Art and Entertainment,Movies and TV,TV,"RT @KimKardashian: So excited for the season 12 premiere of @KUWTK tonight! KUWTK Sundays are back! #KardashianSunday #KUWTK 9/8c on E!
https://t.co/lleYA6CnBu","KardashianSunday,KUWTK",,21-Feb-13
Sports,Basketball,,RT @warriors: Surprise visit from @StephenCurry30 at @Money23Green's Overnight camp! 🏀 #ThisIsWhyWePlay https://t.co/P8www7rYUH,ThisIsWhyWePlay,basketball,21-Jun-16
Sports,Football,,"RT @AaronRodgers12: Congrats @JaredGoff16 on realizing your NFL dream. You made @CalFootball proud, enjoy LA! #RollOnYouBears",RollOnYouBears,,5-May-15
Sports,Football,,RT @wembleystadium: Gets even better as @zaralarsson joins @djmagnum75 on stage 👌 https://t.co/FwSUACJkXC,,ok_hand,25-Sep-12
Art and Entertainment,Music,,RT @CommunionMusic: TONIGHT! @OhWonderMusic with @condor_jaybird and @paperwhitemusic at @Codfish_Hollow! Info: https://t.co/ITaiTYzgcr https://t.co/crgOHex0DD,,,27-Aug-13
Sports,Cricket,,"RT @msdhoni: Saw a full mch of boxing after yrs.thks @boxervijender for mkg INDIA proud,it's just the start ur hrd wrk,dedication and sacrifice paid off",,,25-Apr-13
Sports,Sports News,,"RT @JanAageFjortoft: Schalke-player Leroy Sane has signed a 4- year deal with Manchester City
(Via @BILD_Sport )
#MCFC",MCFC,,13-Jul-14
Sports,Football,,"RT @steelers: We have released K Shaun Suisham, and signed RB Brandon Johnson.

https://t.co/ZBCiBywj7D",,,21-Dec-14
Art and Entertainment,Social Media,YouTube,"RT @andrewlowe: ""oh F*UCK!!!!!!"" - me, out loud, in public, every 10 minutes when i remember i'm seeing beyoncé tomorrow",,,1-Aug-16
Art and Entertainment,Music,,RT @noreaga: https://t.co/EU6mA1dKuT new episode https://t.co/Op4k5qZ65r,,,12-Dec-15
Sports,Wrestling,,RT @CMPunk: I love the @NHLBlackhawks! They play hard every night.Nothing to be ashamed of! This franchise has come a LONG way.Stick taps for the HAWKS!,,,13-Apr-12
Sports,Soccer,,RT @Footy_Jokes: Brazil sensational Adriana Lima is caught dating this Football star. Lucky guy! https://t.co/3gO9YfvNRP https://t.co/niFAP7Rq8I,,,18-Dec-12
Art and Entertainment,Music,,I can be you big bad wolf @LaurenJauregui 😉,,wink,26-Jun-13
Art and Entertainment,Social Media,,RT @UberFacts: It takes 12.4 minutes for women to reach peak arousal while watching an erotic film; it takes 11.07 minutes for a man.,,,29-Sep-14
Sports,Soccer,,Next stop @ManCity  https://t.co/Z95HLG0e7S,,,7-Aug-15
Art and Entertainment,Music News,,"RT @OneDrecti0nFans: ""I LOVE EVERYTHING ABOUT HIM, HIS SMILE, HIS LAUGH, HIS TERRIBLE DANCING SKILLS

https://t.co/2DCf5Kw9WU",,,13-Mar-12
Sports,Soccer,,Oh I just hope and pray @CPFC beat united on Saturday it would be brilliant!,,,15-Aug-16
Sports,Tennis,,RT @team_sharapova: It's standing strong when the dust settles @MariaSharapova 👸🏼🎾💪🏻 #IStandWithMaria #LetMariaPlay https://t.co/bRCjKcd101,"IStandWithMaria,LetMariaPlay","princess,tennis,muscle",21-Jul-14
Sports,Soccer,,RT @YannickBolasie: Football is a crazy game team spirit means everything sometimes fair play Iceland #EURO2016,EURO2016,,28-Jan-15
Art and Entertainment,Music,,@KREAYSHAWN always pay by money order.,,,2-Jan-12
Art and Entertainment,Music,,@Ashton5SOS @bryanaholly what omg what is happening,,,25-Jul-12
Art and Entertainment,Radio,,@KissFMUK @kanyewest @TheEllenShow omg lmao,,,20-Feb-14
Sports,Wrestling,,RT @TheRock: Thank U champ @mikethemiz and better half @maryse0uellet for loving the movie. #DeemedAwesome #CentralIntelligence 🦄 https://t.co/BdbnDjjtk5,"DeemedAwesome,CentralIntelligence",,2-Sep-16
Art and Entertainment,Music,,"RT @FallonTonight: Almost showtime! Tune in to see Chris Pine, @JoannaLumley &amp; music from @troyesivan! #TroyeOnFallon #FallonTonight https://t.co/3YtTiydTAe","TroyeOnFallon,FallonTonight",,27-Feb-15
Art and Entertainment,Music,,My #TeenChoice nominee for #ChoiceMediaking is One Direction @onedirection,"TeenChoice,ChoiceMediaking",,29-Sep-13
Art and Entertainment,Music News,,"RT @brooklynvegan: K Records' HQ caught on fire on 4th of July (everyone's OK, firefighters put it out quick) https://t.co/WFADHW7OLs https://t.co/JbiptoLnat",,,22-Apr-12
Art and Entertainment,Music,,RT @lizhem65: Missing @Luke5SOS and the @5sos boys I will have to get to a gig again soon. Looks like Europe has been fun https://t.co/Uw5LrxlAjI,,,24-Jul-16
Sports,Sports News,,Chile's Sharp Improvement Gives Them Huge Chance of Winning Copa America Again https://t.co/iyMk8eUZBf via @bleacherreport,,,11-Dec-13
Sports,Soccer,,RT @GeniusFootball: Retweet for Wenger. Like for Ronaldo. https://t.co/k36pDdURZF,,,6-Mar-14
Art and Entertainment,Music,,RT @Real_Liam_Payne: Thanks for playing our song @Angus_OL that's huge,,,9-Feb-16
Art and Entertainment,Music,,"RT @JoshUJWorld: Just been involved in writing such an incredible tune tonight. Working with Grammy award writers and producers, livin the dream 🎤🎤🎤",,"microphone,microphone,microphone",12-Feb-14
Art and Entertainment,Entertainment News,,RT @WORLDSTAR: Classic https://t.co/EEVM1gs7I7,,,27-Oct-15
Art and Entertainment,Social Media,,"RT @DamnRealPosts: A lie is still a lie, regardless of the reason behind it. You can say you did it for a good cause but the point is, you still did it.",,,4-May-16
Sports,Soccer,,RT @EmiratesFACup: TUNNELCAM: FATV were behind-the-scenes as @ManUtd celebrated their #EmiratesFACup semi-final win over @Everton https://t.co/lXOuYfqdmx,EmiratesFACup,,24-Feb-12
